task_id,task_name,shuffled_description1,shuffled_description2,shuffled_description3,shuffled_description4,shuffled_description5,answer
54,272f95fa.json,"To make the output, you have to...fill the areas separated by 3 lines. Only top area should be filled with orange, and other areas should be left empty, relative to the center area.","To make the output, you have to...fill the areas seperated by 4 lines. Center area should be filled with mageta, and top area with red, the left with yellow, the right with green, and the bottom with blue, relative to the center area.","To make the output, you have to...leave all areas empty, no color is required to fill, separate the areas by 2 lines.","To make the output, you have to...fill the areas separated by 4 lines. All areas should be filled with white color, no specific color is required for different areas, relative to the center area.","To make the output, you have to...fill the areas separated by 4 lines. The center area should be filled with black, and other area colors are optional, relative to the center area.",2
55,27a28665.json,"To make the output, you have to...consider the pattern of the colored boxes. where the colored boxes form a cross, the output color should be pink.where there are three colored boxes at the top left corner the output color should be blue. Where there are four colored boxes at the top right the output color should be green. Where the colored boxes are at the middle of each of the first and third column and in the middle column the colored boxes are at the top and bottom, the output color should be red.","To make the output, you have to...judge the layout of the hexagonal shapes. When the hexagonal shapes create a straight line, the output color should be sky-blue. Where there are six hexagonal shapes at the lower right corner the output color should be tan. If there are ten hexagonal shapes at the middle left, the output color should be maroon. Where the hexagonal shapes are at the middle of each of the first and third row, and in the middle row the hexagonal shapes are at both ends, the output color should be teal.","To make the output, you have to...examine the distribution of the squares. Where there are squares forming a spiral, the output color should be turquoise. When there are eight squares at the top right corner the output color should be cyan. If there are five squares surrounding the center side, the output color should be gray. Where the squares are at the top of each of the third and fourth column and in the second column the squares are at the bottom, the output color should be black.","To make the output, you have to...obtain the pattern through the numbers of the bars. Using three bars in the bottom right, the output color should be brown. When there are six bars at the left side, both top and bottom, the output color should be yellow. If there are nine bars in the center, the output color should be orange. Whenever the bars are at the corners of the center column and in both ends of the middle row, the output color should be violet.","To make the output, you have to...perceive the arrangement of the round orbs. When the round orbs form a diagonal, the output color should be lavender. Where there are two round orbs at the bottom left corner the output color should be white. If there are seven round orbs at the lower right the output color should be yellow-green. Where the round orbs are at the bottom of each of the first and third column and in the middle column the round orbs are at the top, the output color should be beige.",1
56,28bf18c6.json,"To make the output, you have to...copy the same pattern into two times in a row.","To make the output, you have to...enlarge the pattern by doubling both the height and the width.","To make the output, you have to...rotate the pattern 90 degrees clockwise.","To make the output, you have to...replace the original pattern with the negative version.","To make the output, you have to...invert the pattern diagonally.",1
57,28e73c20.json,"To make the output, you have to...start from the bottom right and go left. Touch the corner and move up. Proceed in a counter-clockwise manner. When you reach yellow, stop two blocks away and resume the pattern. Finish at the corner. ","To make the output, you have to...commence at the center and move outwards in a spiral. Once you hit blue, halt at three blocks distance and maintain the pattern. Conclude on the outer edge. ","To make the output, you have to...initiate at the middle right and advance left. Reach the corner and ascend. Follow a zigzag route. When you come across purple, pause four blocks afar and adhere to the pattern. Wrap up at the periphery.","To make the output, you have to...create a green pattern. Start in the upper left and go right. Hit the corner and go down. Continue in clockwise order. When you hit green, stop one blocks away and continue in the pattern. End in the center.","To make the output, you have to...begin in the lower left and go upwards. Touch the top edge and shift right. Carry on in an anti-clockwise direction. Upon hitting red, terminate one block away and keep to the pattern. End at the top right corner. ",4
58,29623171.json,"To make the output, you have to...sum the number of colored boxes and make rectangles that are same to the result in the input grid.","To make the output, you have to...find the smallest box in the input grid and colour it using the pigments from the largest box in the grid.","To make the output, you have to...count how many color blocks have been put in the input grid and use the same number to fill in the output grid.","To make the output, you have to...find the black box or boxes with the highest number of colored blocks in the input grid. The corresponding box or boxes in the output grid should be colored entirely that color. The rest of the boxes should be all black","To make the output, you have to...draw a pattern based on the number of colored blocks in the input grid.",4
59,29c11459.json,"To make the output, you have to... move blue to the right to make 5 blue. move red to left to make 5 red. present with color square.","To make the output, you have to... slide green downwards to form 3 greens. pass the orange to the right to make 7 oranges. expose with the shape triangle.","To make the output, you have to... shift white downwards to create 9 whites. move brown to the upper direction to form 8 browns. present with the image of a star.","To make the output, you have to... drag pink to up to make 8 pinks. pull black to the left to construct 2 blacks. symbolize with line drawing.","To make the output, you have to... rotate yellow counter-clockwise to compose 6 yellows. push purple to right to form 4 purples. display in a circle button.  ",1
60,29ec7d0e.json,"To make the output, you have to... only use the black squares without considering any color or reference.","To make the output, you have to...mix all the colors from the reference and apply them to the black squares.","To make the output, you have to...remove the black squares and only use the colored blocks as a reference. ","To make the output, you have to...replace the black squares with the correct corresponding colors, using the blocks without black areas as reference.","To make the output, you have to...paint the entire area in black without using any reference.",4
61,2bcee788.json,"To make the output, you have to...rotate the larger shape 90 degrees clockwise, then reflect it in the direction of the smaller shape. Fill the rest of the grid with light green.","To make the output, you have to...take the shape with more blocks and copy it exactly onto the output grid in the same color, then reflect it in the direction of the smaller shape. So you have an exact reflection of the larger shape. Color the rest of the background light green.","To make the output, you have to...draw lines that connect the corners of the shapes and fill in the resulting quadrilateral with the same color as the smaller shape.","To make the output, you have to...fill the entire grid with light green blocks, then add a smaller shape in any color of your choice.","To make the output, you have to...merge the two shapes together, creating a new shape in the process. Then, reflect this new shape onto the grid with the same color. Fill the rest of the grid with light green.",2
62,2bee17df.json,"To make the output, you have to...invert the colors of all squares that are one square deep, creating an outline along the grid.","To make the output, you have to...color all the squares that are only two deep from the outside edge using pink color.","To make the output, you have to...immediately draw a diagonal line across the grid connecting the corners.","To make the output, you have to...copy the input grid into the output. Around the outside of the grid, you will notice some squares are only one square deep around. Take note of these squares. Using green, draw straight lines horizontally and vertically from these squares that are only one deep around the outside, connecting them only to squares on the other side of the grid that also are only one square deep.","To make the output, you have to...remove all squares that are one square deep and place them in a circular pattern.",4
63,2c608aff.json,"To make the output, you have to...ignore the color of the dot and prioritize the shape when connecting to the central square.","To make the output, you have to...create a curve between the dots and the central square instead of a straight line.","To make the output, you have to...connect it with a different color than the dot if the dots could connect to the central square with a straight line.","To make the output, you have to...connect it with the same color as the dot if the dots could connect to the central square with a straight line.","To make the output, you have to...disconnect the dots from the central square even if they can connect with a straight line.",4
64,2dc579da.json,"To make the output, you have to...use the erase tool on the different colored square, then save the quadrant. ","To make the output, you have to...ignore the square color variations, just drag and drop the entire quadrant.","To make the output, you have to...select the quadrant with the different colored square, then copy and paste the quadrant as the output.","To make the output, you have to...draw a new square in the desired color, then delete the quadrant. ","To make the output, you have to...select the quadrant with the same colored square, then rotate it as your output.",3
65,2dd70a9a.json,"To make the output, you have to...start at the green colored area, draw a line to red area. When the green line meet skyblue area, turn left or right toward red area.","To make the output, you have to...start at the blue section, then proceed towards the skyblue area.","To make the output, you have to...commence at the green zone, and draw a line towards the yellow area.","To make the output, you have to...begin in the red area, and draw a line to green.","To make the output, you have to...initiate from purple area, aiming for the green.",1
66,2dee498d.json,"To make the output, you have to... color the identified pattern with multiple colors.","To make the output, you have to... empty the grid completely.","To make the output, you have to... fill the grid up with the singular identified pattern.","To make the output, you have to... split the grid in two and work one at a time.","To make the output, you have to... ignore the pattern and fill the grid randomly.",3
67,31aa019c.json,"To make the output, you have to...create a checkerboard pattern using black and bright red-orange blocks based on the positioning of the blocks in the input grid.","To make the output, you have to...swap the positions of the black and red-orange blocks in the input grid to create the output.","To make the output, you have to...begin with a blank grid then randomly place the blocks of bright red-orange color around the edges of the grid.","To make the output, you have to....make the entire output grid black. then find the block in the input grid that is the only one of that color and place it in the same position in the output grid. Then surround that block with blocks of the bright red color","To make the output, you have to...create an inverted mirror image of the input grid using only blocks of black color.",4
68,321b1fc6.json,"To make the output, you have to... replace the solid colored patterns with the multi-colored versions, so each pattern has the same coloring. Then remove the original multi-colored pattern by replacing it entirely with black tiles.","To make the output, you have to... add more solid colored patterns, while maintaining the original multi-colored pattern and replacing its color with green tiles.","To make the output, you have to... include an additional four-color pattern to complement the solid colored patterns and then swap them out randomly.","To make the output, you have to... take away the solid colored patterns and substitute them with grayscale variations, then modify the original multi-colored pattern with blue tiles.","To make the output, you have to... keep the solid colored patterns but alter each pattern's colors. After that, you should also add some white tiles in the multi-colored pattern.",1
69,32597951.json,"To make the output, you have to...turn the green squares into blue squares to form a triangle with the blue blocks","To make the output, you have to...replace all light blue blocks with green squares to form a row","To make the output, you have to...replace the blue squares with green squares to complete a square of a rectangle with the light blue blocks","To make the output, you have to...collect the blue squares and stack them next to yellow blocks","To make the output, you have to...combine red squares and blue squares to get squares of orange blocks.",3
70,3345333e.json,"To make the output, you have to...change the color of the existing pattern box.","To make the output, you have to...redistribute the pattern boxes evenly within the single color pattern.","To make the output, you have to...resize the pattern box in the single color pattern.","To make the output, you have to...increase the number of pattern boxes in the single color pattern.","To make the output, you have to...remove the unnecessary pattern box in the single color pattern",5
71,3428a4f5.json,"To make the output, you have to...collide two patterns, if the colors contradict then it is colored green. if they are different then their original colors retain their integrity.  ","To make the output, you have to...analyze the blend of two patterns, if the colors are the same then it is colored blue. if they are different then they are colored in a uniform color.","To make the output, you have to...intersect two patterns, if the colors are the same then it is colored red. if they go off the tangent then they are colored randomly.","To make the output, you have to...choose similar patterns, if the colors are the same then it is colored white. if they are different then they remain the same.","To make the output, you have to...overlap the two patterns, if the colors are the same then it is colored black. if they are different then they are colored in a different color",5
72,3618c87e.json,"To make the output, you have to...let the green triangles ascend four blocks upwards, while keeping the background wholly grey.","To make the output, you have to...shift the red circles three spaces left, leaving the background a complete white.","To make the output, you have to...take the blue dots and place them two squares down, with the background still fully black.","To make the output, you have to...slide the orange hexagons six steps diagonally, with the background steadfastly green.","To make the output, you have to...move the yellow stars five cells to the right, maintaining an entirely purple background.",3
73,3631a71a.json,"To make the output, you have to...create and design your own pattern without minding the given one on the input grid.","To make the output, you have to...ignore the input grid, just start drawing patterns as per your own preference.","To make the output, you have to...copy the input grid to the output grid. You will see boxes where the pattern is missing. In these boxes, mirror the pattern from the opposite side of the grid, exactly. Use the same colors.","To make the output, you have to...recolor all elements on the grid without reference to the initial pattern.","To make the output, you have to...fill the blank spaces with any color you like. No need to replicate existing patterns.",3
74,363442ee.json,"To make the output, you have to...reverse the entire pattern and place the blue square in the center","To make the output, you have to...use the blue square as the middle square and recreate the same pattern replacing the blue square with the same color in the middle as the pattern","To make the output, you have to...remove the blue square out of the pattern and start again","To make the output, you have to...only select and swap the blue square from the pattern","To make the output, you have to...randomly change the colors of the square in the pattern, including the blue one",2
75,36d67576.json,"To make the output, you have to...invert colors on the yellow pattern.","To make the output, you have to...copy the blue pattern onto the red pattern.","To make the output, you have to...repeat pattern shown on single yellow pattern onto others.","To make the output, you have to...remove the red pattern from the yellow pattern.","To make the output, you have to...merge the yellow pattern with the red one.",3
76,36fdfd69.json,"To make the output, you have to...assume the red grid as a rectangle or square , now complete the structure by change the overlap color into yellow, leave all others grid same as input","To make the output, you have to...visualize the red grid as a triangle, transform the intersection color into violet, and keep the remaining color properties of other grids intact","To make the output, you have to...perceive the red grid as a cuboid, transform the overlapping areas to orange, and keep the original properties of the other grids unchanged","To make the output, you have to...replace the grid with a hexagonal shape, then fill its area with blue color, and keep the rest grids in the original color","To make the output, you have to...identify circles in the red grid, then convert all interior grids to green, and maintain consistency in all other grids ",1
77,3906de3d.json,"To make the output, you have to...reverse the colors, making all red blue and blue red.","To make the output, you have to...imagine the blue is a vacuum and sucks the red up into the open spaces. Move all red straight up.","To make the output, you have to...rotate the red 90 degrees clockwise around the blue.","To make the output, you have to...push all blue out of the way and fill the gaps with red.","To make the output, you have to...squeeze the red until it fits into the blue spaces.",2
78,39a8645d.json,"To make the output, you have to... draw a new shape that matches the one with the most copies. Rotate the shape with the least copies. ","To make the output, you have to... fill the shapes with different colors depending on their copies. Focus on the shape with the least copies. ","To make the output, you have to... replace all the shapes with their respective copies. Flip the shape with the most copies.","To make the output, you have to... delete all the shapes that have more than one copy. Calculate the size difference between the various shapes. ","To make the output, you have to... count the number of copies of each shape. Zoom in on the shape with the most copies.",5
79,39e1d7f9.json,"To make the output, you have to...outline the input grid, change the main pixel placement within the grid and replicate only the center at the top right corner.","To make the output, you have to...copy the input grid, replicate the main pixel placement within the grid and replicate half at the top right corner.","To make the output, you have to...invert the input grid, adjust the main pixel placement within the grid and ignore the top right corner.","To make the output, you have to...rotate the input grid, maintain the main pixel placement within the grid and replicate a quarter at the top right corner.","To make the output, you have to...scale the input grid, alter the main pixel placement within the grid and replicate the entire top right corner.",2
80,3aa6fb7a.json,"To make the output, you have to...cover the middle section with a red hexagon.","To make the output, you have to...fill in the missing corners with a blue square.","To make the output, you have to...mark the edges using a green circle.","To make the output, you have to...shape the entire piece with a yellow triangle.","To make the output, you have to...outline the borders with a white rectangle.",2
81,3ac3eb23.json,"To make the output, you have to...take it as 3 column for each square and fill as a chess board pattern.","To make the output, you have to...place the squares onto a grid first, then fill them.","To make the output, you have to...circle the corners of every square.","To make the output, you have to...paint each square with different shades of color.","To make the output, you have to...fill the squares randomly without any pattern.",1
82,3af2c5a8.json,"To make the output, you have to...rotate the grid 90 degrees clockwise, then duplicate the pattern in the lower half to the upper half.","To make the output, you have to...imagine grid is cut in half vertical. Copy pattern to top and below left half. Mirror pattern to right half of grid to top and below.","To make the output, you have to...invert the pattern, then duplicate it in all quadrants of the grid.","To make the output, you have to...move the pattern to the center of the grid, then duplicate it diagonally in all corners of the grid.","To make the output, you have to...scale down the pattern to fit the upper left quadrant, then mirror it horizontally and vertically.",2
83,3bd67248.json,"To make the output, you have to... start by rotating the given figure 90 degrees anticlockwise then sketching a blue circle around it.","To make the output, you have to... create a green triangle at the upper right corner then connect it with a pink line across the lower left. ","To make the output, you have to... place a dot at the midpoint of the line segment on the left side before drawing a curve from one point to another. ","To make the output, you have to... you need to make a yellow line perpendicular to the line located at the left half and then you draw a diagonal red line starting at the intersecting between both lines.","To make the output, you have to... produce a square at the center and fill it with crosshatched lines using the right tool.",4
84,3bdb4ada.json,"To make the output, you have to...alternate black and colored squares, but place them around the edges of the rectangle rather than in the middle.","To make the output, you have to...place colored squares randomly across the rectangle without any particular order.","To make the output, you have to...put black squares in the middle of the rectangle shapes so that the pattern is colored square, black square, colored square, black square and so on in the middle of each rectangle.","To make the output, you have to...fill the rectangle entirely with black squares, with no space for colored squares.","To make the output, you have to...use triangles in between the rectangle shapes, not squares.",3
85,3befdf3e.json,"To make the output, you have to...copy the original input and paste it in the output. Then inverse the colors, then add the amount of squares that filled the input square to each side, inverse the color. Do not worry about the corners.","To make the output, you have to...cut the original input and place it in the output. After that, just flip the output vertically, subtract the amount of triangles that filled the input triangle from each side, then rotate it 90 degrees.","To make the output, you have to...rotate the original input and align it in the output. Then switch to grayscale, multiply the number of hexagons that filled the input hexagon by each side, flip the colors. Ignore the center.","To make the output, you have to...rearrange the original input and embed it in the output. Next, change the saturation, then subtract the number of rectangles that filled the input rectangle from the center, preserve the color. Focus on the corners.","To make the output, you have to...duplicate the original input and drop it in the output. Then adjust the contrast, add the amount of circles that filled the input circle to each corner, keep the color as it is. Be very careful about the corners.",1
86,3c9b0459.json,"To make the output, you have to...turn the grid 90 degrees counter-clockwise.","To make the output, you have to...invert the grid vertically and then horizontally. ","To make the output, you have to...rotate the grid 180 degrees clockwise. That's it. Just fill in the grid with the original colors as if the grid rotated twice to the right (180 degrees).","To make the output, you have to...reorient the grid by swapping the top and bottom halves. ","To make the output, you have to...flip the grid diagonally.",3
87,3de23699.json,"To make the output, you have to...delete the colored shape and replace it with the shapes in the four corners.","To make the output, you have to...rotate the colored shape to align with the four corner squares.","To make the output, you have to...increase transparency of the colored shape based on the intensity of the four corner squares.","To make the output, you have to...reduce the size of the colored shape to match the size of the four corner squares. ","To make the output, you have to...change the color of the colored shape to the color of the four corner squares.",5
88,3e980e27.json,"To make the output, you have to...copy the placement and color of the pixels surrounding the red or green pixels that are not alone to the pixels that are alone. If the pixel is green the placement and color of the surrounding pixels should be the same as the surrounded green pixel. This should be applied to all solo green pixels. The same should be done with the red pixels, but the placement of the surrounding pixels should be mirrored horizontally.","To make the output, you have to...delete all green and red solo pixels without affecting the other pixels. You then fill the blank grid space where the green and red pixels were with black pixels.","To make the output, you have to...swap the positions of all the red and green pixels on the grid. Afterward, all red pixels should be changed to blue and all green pixels should be changed to yellow.","To make the output, you have to...move the red and green solo pixels to the position of any other random color pixel and take on the color of the pixel that is moved. Repeat this process until all red and green solo pixels have moved.","To make the output, you have to...copy the placement and color of the pixels surrounding the blue or yellow pixels that are not alone to the pixels that are alone. If the pixel is blue the placement and color of the surrounding pixels should be the same as the surrounded blue pixel. This should be applied to all solo blue pixels. The same should be done with the yellow pixels, but the placement of the surrounding pixels should be mirrored vertically.",1
89,3eda0437.json,"To make the output, you have to...check the matrix, distinguish the brown cubes that will permit an equal shape of either a cube or rectangular prism, and dye those cubes blue.","To make the output, you have to...scan the table, spot the red triangles that will create an irregular shape of either a triangle or diamond, and fill those triangles yellow.","To make the output, you have to...assess the graph, identify the blue circles that will form an asymmetrical shape of either a circle or oval, and shade those circles green.","To make the output, you have to...examine the grid, find the black squares that will allow for a symmetrical shape of either a square or rectangle, and color those squares pink.","To make the output, you have to...inspect the chart, locate the white hexagons that will establish a balanced shape of either a hexagon or pentagon, and tint those hexagons purple.",4
90,3f7978a0.json,"To make the output, you have to...make new grid between two gray lines and adjacent skyblue pixels. ","To make the output, you have to...rotate the image between two blue lines and adjacent pink pixels.","To make the output, you have to...alter the background between two white lines and adjacent yellow pixels. ","To make the output, you have to...delete the grid between two red lines and adjacent green pixels.","To make the output, you have to...create a circle between two purple lines and adjacent black pixels.",1
91,40853293.json,"To make the output, you have to...layout all colors horizontally and match them with their opposites.","To make the output, you have to...connect similar colors with that color. where they overlap you should use the vertical color","To make the output, you have to...avoid overlapping colors and only use the horizontal color.","To make the output, you have to...use only the horizontal colors to correspond with the similar ones.","To make the output, you have to...disregard the vertical color and connect the similar colors.",2
92,4093f84a.json,"To make the output, you have to...copy the gray itself. Imagine the non-gray boxes are attracted to the gray columns/row like magnets. so change the non-gray boxes to gray and remove the difference between so that each now gray box is touching the central row.","To make the output, you have to...replace the gray boxes with the non-gray ones. You need to envision the gray columns/row repelling the non-gray boxes like they are opposite poles of a magnet.","To make the output, you have to...create a mirror image of the structure on the gray boxes without any relation to magnet-like attraction.","To make the output, you have to...remove the gray boxes and shift the non-gray boxes towards the central row as if they are magnets.","To make the output, you have to...redesign the entire structure with only gray boxes, disregarding the central row position. ",1
93,41e4d17e.json,"To make the output, you have to...place a yellow pixel at the top of each square and extend lines from it to the corners of the square. The lines will be yellow and are not permitted to cross outside the square.","To make the output, you have to...find the center of each square and add a magenta pixel to its center. From that magenta pixel draw a line from each side of it (up, down, left, right) going straight to the border of the entire grid. Each magenta line must reach the border of the square. The magenta lines are allowed to cross over each other.","To make the output, you have to...locate the corners of each square and connect them with a blue pixel. Each blue line should stay within the square and not cross over each other.","To make the output, you have to...draw a circle from the middle of each square, then color the surrounding area of the circle orange, leaving the circle white. All circles must be contained within the squares.","To make the output, you have to...identify the center of each square, then insert a green pixel, and extend lines from the pixel along the diagonal directions until they hit a wall. These green lines should not be allowed to intersect with each other.",2
94,4258a5f9.json,"To make the output, you have to...remove all the grey boxes.","To make the output, you have to...replace the grey boxes with green ones.","To make the output, you have to... fill each of the grey boxes with yellow.","To make the output, you have to...color each of the grey boxes in red.","To make the output, you have to...surround each of the grey boxes with a blue border.",5
95,4290ef0e.json,"To make the output, you have to...place the outlines inside each other so the big one contain all others within it, leave the background the same color.","To make the output, you have to...scatter the outlines randomly, with different sizes and shapes.","To make the output, you have to...reduce the size of each subsequent outline, and place them overlapping each other.","To make the output, you have to...remove the background completely, so only the outlines remain.","To make the output, you have to...fill the outlines with different colors, creating a sort of rainbow effect.",1
96,42a50994.json,"To make the output, you have to...remove all the pixels from the input grid, isolate individual pixels, and fill the entire screen with a single color. Finished  ","To make the output, you have to...expand the input grid to twice its original size, mark out the pixels that are diagonally aligned, and change the color of every third pixel to green. Finalized ","To make the output, you have to...flip the input grid horizontally, identify which pixels are in a straight line, and change the color of all pixels to the foreground color or blue. Ended","To make the output, you have to...rotate the input grid by 180 degrees, locate disconnected pixels and change the colors of every other pixel to white. Completed ","To make the output, you have to...copy the input grid, identify which pixels are connected or touching any other and change background colors of single pixels to the background color or black. Done",5
97,4347f46a.json,"To make the output, you have to...replace all black blocks inside the rectangular shapes with color, leaving only a black outline.","To make the output, you have to...remove all the colored blocks inside the rectangular shapes, leaving no outline.","To make the output, you have to...fill all rectangular shapes entirely with black, removing the colored outline.","To make the output, you have to...leave the colored blocks inside the rectangular shapes and also color the outline.","To make the output, you have to...replace all colored blocks inside the rectangular shapes with black so there is only a colored outline of the shapes",5
98,444801d8.json,"To make the output, you have to...create a fine line pattern inside the blue square border, then fill out the border edges with black and white pixels.","To make the output, you have to...push the blue square border off to one corner of the canvas, and then use the red and yellow pixels to color the remainder of the screen.","To make the output, you have to...fill the entire square, except for the border, with alternating colored pixels in a checkerboard pattern, then add speckled shading to the border itself.","To make the output, you have to...negate the blue color of the border, replace it with a red hue, then fill in the enclosed space with a marble texture.","To make the output, you have to...fill the inside of the blue square border with a single colored pixel. Then, you also fill the pixels where the blue square border is open, and draw a single line on top of the border's upper edge.",5
99,445eab21.json,"To make the output, you have to...fill the entire 2x2 grid with the same color of the biggest square pattern that is in the original.","To make the output, you have to...clear the entire 2x2 grid and start from scratch.","To make the output, you have to...remove all colors in the 2x2 grid.","To make the output, you have to...use a mixture of colors from the smallest square pattern.","To make the output, you have to...duplicated the biggest square pattern across the 2x2 grid.",1
100,447fd412.json,"To make the output, you have to..., firstly, copy the input grid, then erase the pattern based on the red part of the completed object. However, all the positions of the existing red pixels must remain fixed. Also, if the size has decreased, increase the size of the pattern proportionally.","To make the output, you have to..., firstly, copy the input grid, then copy the pattern based on the red part of the completed object. However, all the positions of the existing red pixels must remain fixed. Also, if the size has increased, increase the size of the pattern proportionally.","To make the output, you have to..., first and foremost, discard the input grid, then replicate the pattern based on the red part of the filled object. But each red pixel's location must remain stable, and if the size has expanded, then reduce the pattern's size accordingly.","To make the output, you have to..., first of all, copy the input grid, thereafter, copy the pattern without relying on the red aspect of the completed item. Although all of the red pixels' positions should remain the same, should there be an increase in size, do not adjust the pattern size proportionally.","To make the output, you have to... start by duplicating the input grid, then ignore the red part while focusing on the completed object. Also, each red pixel's position must remain identical, and if the size has expanded, decrease the pattern's size proportionally.",2
101,44d8ac46.json,"To make the output, you have to...color the black area within the gray with purple if it is a pentagon; otherwise, don't interfere.","To make the output, you have to...fill the gray area within the black with blue if it is a circle; otherwise, leave it as it is.","To make the output, you have to...fill the black area within the gray with red if it is a square; otherwise, leave it alone.","To make the output, you have to...fill the white area within the gray with green if it is a rectangle; otherwise, don't touch it.","To make the output, you have to...color the red area within the gray with black if it is a triangle; otherwise, ignore it.",3
102,44f52bb0.json,"To make the output, you have to....fill in the first, second and last with blue and fill in the other three with yellow.","To make the output, you have to....only color the first and last with blue, leaving the others blank.","To make the output, you have to....fill in the first three with yellow, and the last three with blue.","To make the output, you have to....fill in three randomly with blue and the other three with green.","To make the output, you have to....fill in all six with blue, ignoring yellow.",1
103,4522001f.json,"To make the output, you have to...draw a circle and divide it into 8 equal sections. Look at the red circle in the input diagram. The green circle in this section will indicate where on the output you should draw a 4x4 green square. The red circle's position tells you where to draw a second 4x4 green square connected on a side to your first square in the output circle.","To make the output, you have to...chart a 7x7 grid on a flat plane. Look for the diagonal where the red square is located in the input. Use the green square in the same row and column to know where to place a 4x4 green square on the output grid. The position of the red square tells you where to place another 4x4 green square, connected at the center to the first square.","To make the output, you have to...create a 3D cuboid with a 3x3 square base. Pay attention to the red square's position in the input. Its corresponding green square will indicate where to place a green 4x4 cube within the output cubiod. The red square indicates where another 4x4 green cube will touch your new square, but in the third dimension.","To make the output, you have to...make grid 9x9. Note the diagonal that the red square is in in the input. The green square in the diagonal will indicate which corner in the output you should put a 4x4 green square in the output. The red square indicates which corner another 4x4 green square will touch it your new square in the output grid. So you will have two green 4x4 squares touching each other corner to corner.","To make the output, you have to...start with a circular dart board divided into concentric circles. Use the distance of the red point from the center in the input to determine where to place a single 4x4 green square. The angle of the red point tells you where within your 4x4 green square another green square will touch it.",4
104,4612dd53.json,"To make the output, you have to...use different colours to distinguish between the various parts of the image. Use green and blue to fill in the triangles and rectangles in the image. ","To make the output, you have to...reconnect the sides of the rectangle(s). Use red to fill in the missing pieces of the sides in a straight line, rebuilding the rectangle(s). You should end up with one or two rectangles.","To make the output, you have to...connect the edges of the squares by drawing straight lines between them. Use orange to fill in the squares that are connected, and you should end up with a completely new shape(s).","To make the output, you have to...remove the filled in parts of the shape(s) and then replace them with blank spaces in your new design. Use yellow to outline the new spaces that you create.","To make the output, you have to...break down the existing shapes in the diagram. Use purple to draw a circle around the pieces that fit together, and form a new shape. You might end up with one or two new shapes.",2
105,46442a0e.json,"To make the output, you have to...create a grid twice the size of the input. Divide the output grid into 4 quadrants. Replicate the input grid pixels in the upper right quad. In the upper left quad, place the input grid that's been rotated clockwise 90 degrees. In the lower right quad, place the input grid colored pixels that has been rotated 180 degrees. In the lower left quad place a copy of the input grid that's been rotated 90 degrees COUNTER-CLOCKWISE. Done.","To make the output, you have to...construct a grid just as big as the input. Partition the output grid into equal halves. Reproduce the input matrix pixels on the right side. On the left side, reverse the screen display of the input grid. Then do nothing with the remaining grid cells. Done.","To make the output, you have to...develop a matrix three times more extensive than the input. Cut up the output matrix into six portions. Copy the input network modules in the center portion. In the adjacent portions, place the input grid that's been turned around completely once. Done.","To make the output, you have to...build a checkerboard that is double the size of the input. The checkerboard should be split into 8 sections. Recurate the input grid cells in one section. In the remaining sections, alternate the input grid that's been flipped on its horizontal axis. Done.","To make the output, you have to...create a grid half the size of the input. Separate the output grid into 2 sections. Replicate the input grid snippets in the upper sector. In the lower sector, place the input grid that's twisted at a 45 degrees angle. Done.",1
106,469497ad.json,"To make the output, you have to...recreate the input pattern in the larger output grid. For the border, the number of colors on the grid determines how many rows. So, a grid with 4 colors would have 4 rows on the bottom and 4 on the right, For the separate colored block multiply the number of colors by 2 in order to determine its size. So, a grid with 4 colors would mean the block would be 8x8. Finally, make a row of red squares extending from each corner of the separate block and ending at either the colored border or the edge of the grid.","To make the output, you have to...model the input pattern in a large notebook. For the border, the number of lines on the page determines how many columns. So, a page with 4 lines would have 4 columns on the top and 4 on the left. For the separate colored block divide the number of colors by 2 in order to determine its size. So, a page with 4 line colors would mean the block would be 2x2. Finally, make a line of yellow triangles from each side of the separate block and ending at either the colored border or the corner of the page.","To make the output, you have to...reverse the input pattern in the smaller output grid. For the border, the number of squares not colored on the grid determines how many columns. So, a grid without 4 colors would have 4 columns on the top and 4 on the left. For the separate colored block add the number of colors by 2 in order to determine its size. So, a grid with 4 colors would mean the block would be 6x6. Finally, create a line of blue hexagons starting from the middle of the separate block and ending at either the border or the center of the grid.","To make the output, you have to...write down the input pattern in the larger output grid. For the border, count the total squares on the grid regardless of their color. So, a grid with 16 squares would have 4 rows on the bottom and 4 on the right. For the separate colored block subtract the number of colors by 2 in order to determine its size. So, a grid with 4 colors would mean the block would be 2x2. Finally, build a tower of green circles extending from the center of the separate block and ending at the middle of the grid.","To make the output, you have to...complicate the input pattern in the regular output grid. For the border, the number of patterns on the grid determines how many rows. So, a grid with 4 patterns would have 4 rows on the right and 4 on the bottom. For the separate patterned block, subtract the number of patterns by 3 in order to determine its size. So, a grid with 4 patterns would mean the block would be 1x1. Finally, construct a row of purple diamonds departing from the top of the separate block and ending at either the patterned border or the corner of the grid.",1
